source_id,title,category,source_priority,source_type,url_or_query,target_folder,linked_agent,use_case,expected_format,license_status,reliability,disclosure_level,recommended_action,notes
SRC-0235,Biofoundry automation review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: biofoundry automation synthetic biology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0236,Design-Build-Test-Learn synthetic biology review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: Design Build Test Learn synthetic biology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0237,Self-driving laboratories for biology,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: self-driving laboratory biology machine learning robotics,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0238,Laboratory automation in synthetic biology,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: laboratory automation synthetic biology robotics review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0239,Toehold switches review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: toehold switch RNA sensor synthetic biology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0240,Aptamer-regulated transcription sensors,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: aptamer-regulated transcription sensor synthetic biology,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0241,Genetic circuit design automation,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: automated genetic circuit design synthetic biology,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0242,CRISPR-Cas systems review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: CRISPR Cas systems review synthetic biology,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0243,Base editing review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: base editing review CRISPR,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0244,Prime editing review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: prime editing review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0245,CRISPR off-target assessment,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: CRISPR off-target assessment review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0246,Biosafety and biosecurity in synthetic biology,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: biosafety biosecurity synthetic biology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0247,Dual-use research of concern synthetic biology,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: dual-use research of concern synthetic biology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0248,Gene drives governance review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: gene drive governance biosafety review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0249,Contained use of genetically modified microorganisms,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: contained use genetically modified microorganisms risk assessment,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0250,Natural products drug discovery review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: natural products drug discovery review 2024,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0251,Venom-derived drug discovery review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: venom-derived drug discovery peptides toxins review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0252,Amphibian skin peptides drug discovery,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: amphibian skin peptides antimicrobial drug discovery review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0253,Bioactive peptides from biodiversity,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: biodiversity bioactive peptides natural products review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0254,Metabolomics for natural product discovery,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: metabolomics natural product discovery review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0255,LC-MS molecular networking GNPS methods,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: GNPS molecular networking natural products LC-MS,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0256,Genome mining for natural products,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: genome mining natural products antiSMASH review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0257,antiSMASH platform,Scientific Literature / Protocol,P3,paper/protocol/search,https://antismash.secondarymetabolites.org/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0258,MIBiG biosynthetic gene cluster repository,Scientific Literature / Protocol,P3,paper/protocol/search,https://mibig.secondarymetabolites.org/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0259,BiG-SCAPE gene cluster family analysis,Scientific Literature / Protocol,P3,paper/protocol/search,https://bigscape-corason.secondarymetabolites.org/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0260,Synthetic biology and IP review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: synthetic biology intellectual property review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0261,Patentability of genetic sequences biotechnology,Scientific Literature / Protocol,P3,paper/protocol/search,Google Scholar query: patentability genetic sequences biotechnology review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0262,FAIR data principles,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1038/sdata.2016.18,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0263,Data Management Plan bioinformatics R&D,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: biological data management plan FAIR metadata standards,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0264,MIAME standard for microarray data,Scientific Literature / Protocol,P3,paper/protocol/search,https://www.fged.org/projects/miame/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0265,MINSEQE sequence experiment metadata standard,Scientific Literature / Protocol,P3,paper/protocol/search,https://www.fged.org/projects/minseqe/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0266,MIGS/MIMS genomic metadata standards,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: MIGS MIMS genomic standards,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0267,Darwin Core biodiversity data standard,Scientific Literature / Protocol,P3,paper/protocol/search,https://dwc.tdwg.org/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0268,MIxS standard by Genomic Standards Consortium,Scientific Literature / Protocol,P3,paper/protocol/search,https://gensc.org/mixs/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0269,ISA-Tab framework,Scientific Literature / Protocol,P3,paper/protocol/search,https://isa-tools.org/format/specification.html,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0270,Research Object Crate RO-Crate,Scientific Literature / Protocol,P3,paper/protocol/search,https://www.researchobject.org/ro-crate/,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0271,Biological data provenance review,Scientific Literature / Protocol,P3,paper/protocol/search,PubMed query: provenance biological databases metadata review,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0272,SynBioBeta,Industry / Market / Competitor,P5,market/industry/company,https://www.synbiobeta.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,AI x bio ecosystem radar,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",AI x bio ecosystem radar
SRC-0273,AIChE SBE SEED Conference,Industry / Market / Competitor,P5,market/industry/company,https://www.aiche.org/sbe/conferences/synthetic-biology-engineering-evolution-design-seed,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,SEED conference source,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",SEED conference source
SRC-0274,Ginkgo Bioworks Official,Industry / Market / Competitor,P5,market/industry/company,https://www.ginkgobioworks.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Biofoundry platform benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Biofoundry platform benchmark
SRC-0275,Ginkgo Software / Catalyst,Industry / Market / Competitor,P5,market/industry/company,https://www.ginkgobioworks.com/software/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Autonomous lab software benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Autonomous lab software benchmark
SRC-0276,Ginkgo SEC Filings,Industry / Market / Competitor,P5,market/industry/company,https://investors.ginkgobioworks.com/financials/sec-filings/default.aspx,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Public company filings,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Public company filings
SRC-0277,Ginkgo Code of Conduct,Industry / Market / Competitor,P5,market/industry/company,https://investors.ginkgobioworks.com/corporate-governance/governance-documents/default.aspx,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Governance/compliance benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Governance/compliance benchmark
SRC-0278,Benchling Official,Industry / Market / Competitor,P5,market/industry/company,https://www.benchling.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,R&D cloud/ELN/LIMS benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",R&D cloud/ELN/LIMS benchmark
SRC-0279,Benchling Resource Library,Industry / Market / Competitor,P5,market/industry/company,https://www.benchling.com/resources,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,R&D data operations content,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",R&D data operations content
SRC-0280,Recursion Official,Industry / Market / Competitor,P5,market/industry/company,https://www.recursion.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Phenomics/AI drug discovery benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Phenomics/AI drug discovery benchmark
SRC-0281,Recursion SEC Filings,Industry / Market / Competitor,P5,market/industry/company,https://ir.recursion.com/financials/sec-filings/default.aspx,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Public company filings,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Public company filings
SRC-0282,Insilico Medicine,Industry / Market / Competitor,P5,market/industry/company,https://insilico.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Generative AI drug discovery benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Generative AI drug discovery benchmark
SRC-0283,XtalPi,Industry / Market / Competitor,P5,market/industry/company,https://www.xtalpi.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,AI + robotics drug/material discovery benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",AI + robotics drug/material discovery benchmark
SRC-0284,Schrödinger,Industry / Market / Competitor,P5,market/industry/company,https://www.schrodinger.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Physics-based molecular design benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Physics-based molecular design benchmark
SRC-0285,Schrödinger SEC Filings,Industry / Market / Competitor,P5,market/industry/company,https://ir.schrodinger.com/financials/sec-filings/default.aspx,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Public company filings,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Public company filings
SRC-0286,Arzeda,Industry / Market / Competitor,P5,market/industry/company,https://www.arzeda.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Protein design / enzyme engineering benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Protein design / enzyme engineering benchmark
SRC-0287,Generate Biomedicines,Industry / Market / Competitor,P5,market/industry/company,https://generatebiomedicines.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Generative biology benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Generative biology benchmark
SRC-0288,Cradle Bio,Industry / Market / Competitor,P5,market/industry/company,https://www.cradle.bio/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Protein engineering AI tool benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Protein engineering AI tool benchmark
SRC-0289,Basecamp Research,Industry / Market / Competitor,P5,market/industry/company,https://www.basecamp-research.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Biodiversity AI/data benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Biodiversity AI/data benchmark
SRC-0290,LabGenius,Industry / Market / Competitor,P5,market/industry/company,https://www.labgeni.us/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Closed-loop protein engineering benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Closed-loop protein engineering benchmark
SRC-0291,Absci,Industry / Market / Competitor,P5,market/industry/company,https://www.absci.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,AI biologics design benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",AI biologics design benchmark
SRC-0292,Absci SEC Filings,Industry / Market / Competitor,P5,market/industry/company,https://investors.absci.com/financials/sec-filings/default.aspx,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Public company filings,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Public company filings
SRC-0293,Elegen Bio,Industry / Market / Competitor,P5,market/industry/company,https://www.elegenbio.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,DNA synthesis benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",DNA synthesis benchmark
SRC-0294,Twist Bioscience,Industry / Market / Competitor,P5,market/industry/company,https://www.twistbioscience.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,DNA synthesis and NGS benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",DNA synthesis and NGS benchmark
SRC-0295,Twist Bioscience SEC Filings,Industry / Market / Competitor,P5,market/industry/company,https://investors.twistbioscience.com/financial-information/sec-filings,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Public company filings,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Public company filings
SRC-0296,IDT Integrated DNA Technologies,Industry / Market / Competitor,P5,market/industry/company,https://www.idtdna.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Oligo/gene synthesis vendor,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Oligo/gene synthesis vendor
SRC-0297,GenScript,Industry / Market / Competitor,P5,market/industry/company,https://www.genscript.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Gene synthesis/protein services vendor,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Gene synthesis/protein services vendor
SRC-0298,Telesis Bio / Codex DNA,Industry / Market / Competitor,P5,market/industry/company,https://telesisbio.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Synthetic biology automation benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Synthetic biology automation benchmark
SRC-0299,Opentrons,Industry / Market / Competitor,P5,market/industry/company,https://opentrons.com/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Liquid-handling automation benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Liquid-handling automation benchmark
SRC-0300,Automata Labs,Industry / Market / Competitor,P5,market/industry/company,https://automata.tech/,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/,Market / IR / COO / China Strategy,Lab automation benchmark,HTML/PDF/SEC/Report,Link/archive allowed only under terms; do not copy paywalled content,Medium/High,Public,"Store link, verify terms, then ingest metadata first",Lab automation benchmark
